Regulator	Target	Score	Lemon_module	Type
H1_[16]_(K)_Hib	MMAA	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	MYO18B	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	MRPL18	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	MRPL42	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	HSD17B10	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	NDUFA3	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	ACO2	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	GFM1	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	IDH3A	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	NDUFB8	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	MRPS10	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	NDUFA11	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	NDUFA2	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	ATP5F1D	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	ATPAF1	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	DNAJC19	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	HSPA9	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	TUFM	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	NDUFB4	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	MRPL46	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	MRPL2	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	MRPL53	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	MRPL22	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	MRPS17	11.495704514603574	6	hPTMs-gene
H1_[16]_(K)_Hib	CARS2	11.495704514603574	6	hPTMs-gene
H2B_[16]_(K)_Su	HIBADH	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	MMAA	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	MYO18B	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	MRPL18	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	MRPL42	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	HSD17B10	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	NDUFA3	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	ACO2	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	GFM1	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	IDH3A	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	NDUFB8	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	MRPS10	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	NDUFA11	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	NDUFA2	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	ATP5F1D	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	ATPAF1	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	DNAJC19	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	HSPA9	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	TUFM	6.3786068220338	6	hPTMs-gene
H2B_[16]_(K)_Su	NDUFB4	6.3786068220338	6	hPTMs-gene
